INFO 2025-05-09 14:05:08,177 autoreload Watching for file changes with StatReloader
WARNING 2025-05-10 02:10:42,285 log Not Found: /api/pdfs/
WARNING 2025-05-10 02:10:42,326 log Not Found: /favicon.ico
WARNING 2025-05-10 02:22:15,282 log Not Found: /api/pdfs/
INFO 2025-05-24 13:17:43,933 autoreload Watching for file changes with StatReloader
INFO 2025-05-24 13:18:11,230 autoreload Watching for file changes with StatReloader
INFO 2025-05-24 13:19:20,551 autoreload Watching for file changes with StatReloader
INFO 2025-05-24 13:19:50,171 basehttp "GET / HTTP/1.1" 200 125531
WARNING 2025-05-24 13:19:50,226 log Not Found: /api/pdfs/
WARNING 2025-05-24 13:19:50,227 basehttp "GET /api/pdfs/ HTTP/1.1" 404 179
INFO 2025-05-24 13:19:50,308 basehttp "GET /api/order-counts/get_counts/?status=Ready%20to%20Process HTTP/1.1" 200 180
INFO 2025-05-24 13:19:50,395 basehttp "GET /api/order-counts/get_counts/?status=Ready%20to%20Process HTTP/1.1" 200 180
INFO 2025-05-24 13:19:50,467 basehttp "GET /api/order-counts/get_counts/?status=Ready%20to%20Process HTTP/1.1" 200 180
INFO 2025-05-24 13:19:50,536 basehttp "GET /api/order-counts/get_counts/?status=Ready%20to%20Process HTTP/1.1" 200 180
WARNING 2025-05-24 13:19:50,987 log Not Found: /favicon.ico
WARNING 2025-05-24 13:19:50,987 basehttp "GET /favicon.ico HTTP/1.1" 404 179
INFO 2025-05-24 13:19:59,399 basehttp "GET /api/picklists/ HTTP/1.1" 200 4325
INFO 2025-05-24 13:19:59,446 basehttp "GET /api/picklists/ HTTP/1.1" 200 4325
INFO 2025-05-24 13:19:59,495 basehttp "GET /api/picklists/ HTTP/1.1" 200 4325
INFO 2025-05-24 13:20:00,939 basehttp "GET /api/order-counts/get_counts/?status=Ready%20to%20Process HTTP/1.1" 200 180
INFO 2025-05-24 13:20:01,000 basehttp "GET /api/order-counts/get_counts/?status=Ready%20to%20Process HTTP/1.1" 200 180
INFO 2025-05-24 13:20:01,063 basehttp "GET /api/order-counts/get_counts/?status=Ready%20to%20Process HTTP/1.1" 200 180
INFO 2025-05-24 13:20:34,975 basehttp "GET /api/single-orders/?platform=FLIPKART&status=Ready%20to%20Process HTTP/1.1" 200 1216
INFO 2025-05-24 13:20:35,046 basehttp "POST /api/order-counts/process_orders/ HTTP/1.1" 200 336
INFO 2025-05-24 13:20:37,892 basehttp "GET /api/order-counts/get_counts/?status=Ready%20to%20Process HTTP/1.1" 200 180
INFO 2025-05-24 13:20:41,196 basehttp "GET /api/single-orders/?platform=MEESHO&status=Ready%20to%20Process HTTP/1.1" 200 291788
INFO 2025-05-24 13:20:42,816 basehttp "POST /api/order-counts/process_orders/ HTTP/1.1" 200 21459
INFO 2025-05-24 13:20:44,407 basehttp "GET /api/order-counts/get_counts/?status=Ready%20to%20Process HTTP/1.1" 200 175
INFO 2025-05-24 13:20:45,012 basehttp "GET /api/multi-orders/?platform=MEESHO&status=Ready%20to%20Process HTTP/1.1" 200 10570
INFO 2025-05-24 13:20:45,176 basehttp "POST /api/order-counts/process_orders/ HTTP/1.1" 200 988
INFO 2025-05-24 13:20:46,623 basehttp "GET /api/order-counts/get_counts/?status=Ready%20to%20Process HTTP/1.1" 200 173
INFO 2025-05-24 13:20:47,547 basehttp "GET /api/picklists/ HTTP/1.1" 200 8050
INFO 2025-05-24 13:20:47,702 basehttp "GET /api/picklists/ HTTP/1.1" 200 8050
INFO 2025-05-24 13:20:47,855 basehttp "GET /api/picklists/ HTTP/1.1" 200 8050
INFO 2025-05-24 13:20:52,453 basehttp "POST /api/picklists/delete-bulk/ HTTP/1.1" 200 93
INFO 2025-05-24 13:20:54,050 basehttp "GET /api/picklists/ HTTP/1.1" 200 2
INFO 2025-05-24 13:20:55,431 basehttp "GET /api/picklists/ HTTP/1.1" 200 2
INFO 2025-05-24 13:20:55,486 basehttp "GET /api/picklists/ HTTP/1.1" 200 2
INFO 2025-05-24 13:20:55,537 basehttp "GET /api/picklists/ HTTP/1.1" 200 2
